S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
1711,"1,690.43","1,725.01","1,689.52","1,718.15",27.72,1.64,"1,356,649,984.00",2016-07-14
1712,"1,693.07","1,696.57","1,671.05","1,690.43",-2.64,-0.16,"1,018,860,032.00",2016-07-13
1713,"1,702.27","1,709.48","1,654.02","1,693.07",-9.20,-0.54,"1,093,299,968.00",2016-07-12
1714,"1,722.53","1,727.37","1,701.94","1,702.27",-20.26,-1.18,"859,897,024.00",2016-07-11
1715,"1,715.77","1,732.22","1,715.77","1,722.53",6.81,0.40,"1,324,669,952.00",2016-07-10
1716,"1,713.03","1,723.34","1,712.94","1,715.72",2.69,0.16,"1,173,100,032.00",2016-07-06
1717,"1,716.83","1,717.95","1,705.06","1,713.03",-3.80,-0.22,"1,160,760,064.00",2016-07-05
1718,"1,723.23","1,724.02","1,714.84","1,716.83",-2.37,-0.14,"1,423,340,032.00",2016-07-04
1719,"1,723.23","1,725.47","1,709.34","1,719.20",-4.03,-0.23,"1,720,080,000.00",2016-07-03
1720,"1,724.59","1,734.21","1,707.66","1,723.23",-1.36,-0.08,"1,599,010,048.00",2016-06-30
1721,"1,724.19","1,732.68","1,721.24","1,724.59",0.40,0.02,"1,457,209,984.00",2016-06-29
1722,"1,712.84","1,733.28","1,711.68","1,724.19",11.35,0.66,"1,700,720,000.00",2016-06-28
1723,"1,685.17","1,721.77","1,693.68","1,721.77",36.60,2.17,"1,508,530,048.00",2016-06-27
1724,"1,666.29","1,688.48","1,665.27","1,685.17",18.88,1.13,"1,461,120,000.00",2016-06-26
1725,"1,648.17","1,670.71","1,648.17","1,666.29",18.78,1.14,"1,894,710,016.00",2016-06-23
1726,"1,628.81","1,651.86","1,628.84","1,647.51",18.70,1.15,"1,751,960,064.00",2016-06-22
1727,"1,615.22","1,628.92","1,615.22","1,628.81",13.71,0.85,"1,196,109,952.00",2016-06-21
1728,"1,632.94","1,625.76","1,609.38","1,615.10",-7.17,-0.44,"1,115,449,984.00",2016-06-20
1729,"1,632.94","1,637.27","1,617.51","1,622.27",-10.67,-0.65,"1,463,939,968.00",2016-06-19
1730,"1,632.94","1,632.94","1,632.94","1,632.94",12.47,0.77,"1,997,389,952.00",2016-06-16
1731,"1,620.47","1,620.47","1,620.47","1,620.47",6.32,0.39,"1,369,689,984.00",2016-06-15
1732,"1,614.15","1,614.15","1,614.15","1,614.15",4.56,0.28,"1,676,819,968.00",2016-06-14
1733,"1,597.96","1,626.03","1,595.86","1,609.59",11.63,0.73,"1,671,020,032.00",2016-06-13
1734,"1,566.70","1,602.00","1,564.45","1,597.96",31.26,2.00,"1,919,480,064.00",2016-06-12
1735,"1,566.70","1,566.70","1,566.70","1,566.70",19.90,1.29,"1,867,000,064.00",2016-06-09
1736,"1,531.49","1,547.65","1,529.24","1,546.80",15.31,1.00,"1,269,299,968.00",2016-06-08
1737,"1,516.80","1,537.98","1,516.80","1,531.49",14.69,0.97,"1,123,600,000.00",2016-06-07
1738,"1,483.21","1,516.80","1,483.21","1,516.80",33.66,2.27,"1,078,499,968.00",2016-06-06
1739,"1,483.14","1,483.14","1,483.14","1,483.14",-34.98,-2.30,"1,246,659,968.00",2016-06-05
1740,"1,518.12","1,518.12","1,518.12","1,518.12",-5.44,-0.36,"1,009,539,968.00",2016-06-02
1741,"1,523.56","1,523.56","1,523.56","1,523.56",-8.56,-0.56,"1,196,009,984.00",2016-06-01
1742,"1,532.12","1,532.12","1,532.12","1,532.12",5.16,0.34,"1,298,520,064.00",2016-05-31
1743,"1,526.96","1,526.96","1,526.96","1,526.96",4.71,0.31,"1,148,169,984.00",2016-05-30
1744,"1,522.25","1,522.25","1,522.25","1,522.25",-2.84,-0.19,"1,152,870,016.00",2016-05-29
1745,"1,525.09","1,525.09","1,525.09","1,525.09",0.97,0.06,0.00,2016-05-26
1746,"1,524.12","1,524.12","1,524.12","1,524.12",-20.41,-1.32,0.00,2016-05-25
1747,"1,544.53","1,544.53","1,544.53","1,544.53",20.46,1.34,0.00,2016-05-24
1748,"1,524.07","1,524.07","1,524.07","1,524.07",14.68,0.97,0.00,2016-05-23
1749,"1,509.39","1,509.39","1,509.39","1,509.39",10.07,0.67,0.00,2016-05-22
1750,"1,499.32","1,499.32","1,499.32","1,499.32",2.91,0.19,0.00,2016-05-19
1751,"1,496.41","1,496.41","1,496.41","1,496.41",12.73,0.86,0.00,2016-05-18
1752,"1,483.68","1,483.68","1,483.68","1,483.68",16.17,1.10,0.00,2016-05-17
1753,"1,467.51","1,467.51","1,467.51","1,467.51",-9.87,-0.67,0.00,2016-05-16
1754,"1,477.38","1,477.38","1,477.38","1,477.38",-4.56,-0.31,0.00,2016-05-15
1755,"1,481.94","1,481.94","1,481.94","1,481.94",0.76,0.05,0.00,2016-05-12
1756,"1,481.18","1,481.18","1,481.18","1,481.18",-2.86,-0.19,0.00,2016-05-11
1757,"1,484.04","1,484.04","1,484.04","1,484.04",1.14,0.08,0.00,2016-05-10
1758,"1,482.90","1,482.90","1,482.90","1,482.90",10.21,0.69,0.00,2016-05-09
1759,"1,472.69","1,472.69","1,472.69","1,472.69",9.56,0.65,0.00,2016-05-08
1760,"1,463.13","1,463.13","1,463.13","1,463.13",-4.98,-0.34,0.00,2016-05-05
1761,"1,468.11","1,468.11","1,468.11","1,468.11",-3.84,-0.26,0.00,2016-05-04
1762,"1,471.95","1,471.95","1,471.95","1,471.95",-2.52,-0.17,0.00,2016-05-03
1763,"1,474.47","1,474.47","1,474.47","1,474.47",9.56,0.65,0.00,2016-05-02
1764,"1,464.91","1,464.91","1,464.91","1,464.91",6.53,0.45,0.00,2016-04-28
1765,"1,458.38","1,458.38","1,458.38","1,458.38",5.27,0.36,0.00,2016-04-27
1766,"1,453.11","1,453.11","1,453.11","1,453.11",-8.64,-0.59,0.00,2016-04-26
1767,"1,461.75","1,461.75","1,461.75","1,461.75",7.40,0.51,0.00,2016-04-25
1768,"1,454.35","1,454.35","1,454.35","1,454.35",12.68,0.88,0.00,2016-04-24
1769,"1,441.67","1,441.67","1,441.67","1,441.67",0.98,0.07,0.00,2016-04-21
1770,"1,440.69","1,440.69","1,440.69","1,440.69",9.88,0.69,0.00,2016-04-20
1771,"1,430.81","1,430.81","1,430.81","1,430.81",2.21,0.15,0.00,2016-04-19
1772,"1,428.60","1,428.60","1,428.60","1,428.60",19.17,1.36,0.00,2016-04-18
1773,"1,409.43","1,409.43","1,409.43","1,409.43",3.65,0.26,0.00,2016-04-17
1774,"1,405.78","1,405.78","1,405.78","1,405.78",17.15,1.24,0.00,2016-04-14
1775,"1,388.63","1,388.63","1,388.63","1,388.63",4.78,0.35,0.00,2016-04-12
1776,"1,383.85","1,383.85","1,383.85","1,383.85",1.43,0.10,0.00,2016-04-11
1777,"1,382.42","1,382.42","1,382.42","1,382.42",5.00,0.36,0.00,2016-04-10
1778,"1,377.42","1,377.42","1,377.42","1,377.42",2.16,0.16,0.00,2016-04-06
1779,"1,375.26","1,375.26","1,375.26","1,375.26",12.73,0.93,0.00,2016-04-05
1780,"1,362.53","1,362.53","1,362.53","1,362.53",10.99,0.81,0.00,2016-04-04
1781,"1,351.54","1,351.54","1,351.54","1,351.54",-3.94,-0.29,0.00,2016-04-03
1782,"1,355.48","1,355.48","1,355.48","1,355.48",-7.50,-0.55,0.00,2016-03-31
1783,"1,362.98","1,362.98","1,362.98","1,362.98",-11.77,-0.86,0.00,2016-03-30
1784,"1,370.04","1,370.04","1,370.04","1,370.04",-4.71,-0.34,0.00,2016-03-29
1785,"1,374.75","1,374.75","1,374.75","1,374.75",-2.58,-0.19,0.00,2016-03-28
1786,"1,377.33","1,377.33","1,377.33","1,377.33",20.19,1.49,0.00,2016-03-27
1787,"1,357.14","1,357.14","1,357.14","1,357.14",11.61,0.86,0.00,2016-03-24
1788,"1,345.53","1,345.53","1,345.53","1,345.53",3.46,0.26,0.00,2016-03-23
1789,"1,342.07","1,342.07","1,342.07","1,342.07",-1.86,-0.14,0.00,2016-03-21
1790,"1,343.93","1,343.93","1,343.93","1,343.93",17.40,1.31,0.00,2016-03-20
1791,"1,326.53","1,326.53","1,326.53","1,326.53",10.76,0.82,0.00,2016-03-17
1792,"1,315.77","1,315.77","1,315.77","1,315.77",2.92,0.22,0.00,2016-03-16
1793,"1,312.85","1,312.85","1,312.85","1,312.85",0.65,0.05,0.00,2016-03-15
1794,"1,312.20","1,312.20","1,312.20","1,312.20",-6.68,-0.51,0.00,2016-03-14
1795,"1,318.88","1,318.88","1,318.88","1,318.88",0.85,0.06,0.00,2016-03-13
1796,"1,318.03","1,318.03","1,318.03","1,318.03",11.49,0.88,0.00,2016-03-10
1797,"1,306.54","1,306.54","1,306.54","1,306.54",5.78,0.44,0.00,2016-03-06
1798,"1,300.76","1,300.76","1,300.76","1,300.76",4.98,0.38,0.00,2016-03-03
1799,"1,295.78","1,295.78","1,295.78","1,295.78",6.26,0.49,0.00,2016-03-02
1800,"1,289.52","1,289.52","1,289.52","1,289.52",5.58,0.43,0.00,2016-03-01
1801,"1,283.94","1,283.94","1,283.94","1,283.94",0.27,0.02,0.00,2016-02-29
1802,"1,283.67","1,283.67","1,283.67","1,283.67",0.15,0.01,0.00,2016-02-28
1803,"1,283.52","1,283.52","1,283.52","1,283.52",3.62,0.28,0.00,2016-02-25
1804,"1,279.90","1,279.90","1,279.90","1,279.90",-6.03,-0.47,0.00,2016-02-24
1805,"1,285.93","1,285.93","1,285.93","1,285.93",-5.88,-0.46,0.00,2016-02-23
1806,"1,291.81","1,291.81","1,291.81","1,291.81",12.89,1.01,0.00,2016-02-22
1807,"1,278.92","1,278.92","1,278.92","1,278.92",5.64,0.44,0.00,2016-02-21
1808,"1,273.28","1,273.28","1,273.28","1,273.28",7.20,0.57,0.00,2016-02-18
1809,"1,266.08","1,266.08","1,266.08","1,266.08",8.74,0.70,0.00,2016-02-17
1810,"1,257.34","1,257.34","1,257.34","1,257.34",-0.89,-0.07,0.00,2016-02-16
1811,"1,258.23","1,258.23","1,258.23","1,258.23",-1.12,-0.09,0.00,2016-02-15
1812,"1,259.35","1,259.35","1,259.35","1,259.35",-4.37,-0.35,0.00,2016-02-14
1813,"1,263.72","1,263.72","1,263.72","1,263.72",-0.03,0.00,0.00,2016-02-11
1814,"1,263.75","1,263.75","1,263.75","1,263.75",0.93,0.07,0.00,2016-02-08
1815,"1,262.82","1,262.82","1,262.82","1,262.82",11.40,0.91,0.00,2016-02-07
1816,"1,251.42","1,251.42","1,251.42","1,251.42",9.29,0.75,0.00,2016-02-04
1817,"1,242.13","1,242.13","1,242.13","1,242.13",2.06,0.17,0.00,2016-02-03
1818,"1,240.07","1,240.07","1,240.07","1,240.07",2.05,0.17,0.00,2016-02-02
1819,"1,238.02","1,238.02","1,238.02","1,238.02",17.32,1.42,0.00,2016-02-01
1820,"1,220.70","1,220.70","1,220.70","1,220.70",4.59,0.38,0.00,2016-01-31
1821,"1,216.11","1,216.11","1,216.11","1,216.11",-0.85,-0.07,0.00,2016-01-28
1822,"1,216.96","1,216.96","1,216.96","1,216.96",-1.43,-0.12,0.00,2016-01-27
1823,"1,218.39","1,218.39","1,218.39","1,218.39",-4.04,-0.33,0.00,2016-01-26
1824,"1,222.43","1,222.43","1,222.43","1,222.43",2.81,0.23,0.00,2016-01-25
1825,"1,219.62","1,219.62","1,219.62","1,219.62",7.30,0.60,0.00,2016-01-24
1826,"1,212.32","1,212.32","1,212.32","1,212.32",-1.25,-0.10,0.00,2016-01-21
1827,"1,213.57","1,213.57","1,213.57","1,213.57",-0.14,-0.01,0.00,2016-01-20
1828,"1,213.71","1,213.71","1,213.71","1,213.71",-0.60,-0.05,0.00,2016-01-19
1829,"1,214.31","1,214.31","1,214.31","1,214.31",2.31,0.19,0.00,2016-01-18
1830,"1,212.00","1,212.00","1,212.00","1,212.00",21.84,1.84,0.00,2016-01-17
1831,"1,190.16","1,190.16","1,190.16","1,190.16",9.18,0.78,0.00,2016-01-14
1832,"1,180.98","1,180.98","1,180.98","1,180.98",7.38,0.63,0.00,2016-01-13
1833,"1,173.60","1,173.60","1,173.60","1,173.60",4.79,0.41,0.00,2016-01-12
1834,"1,168.81","1,168.81","1,168.81","1,168.81",1.63,0.14,0.00,2016-01-11
1835,"1,167.18","1,167.18","1,167.18","1,167.18",3.04,0.26,0.00,2016-01-10
1836,"1,164.14","1,164.14","1,164.14","1,164.14",14.25,1.24,0.00,2016-01-07
1837,"1,149.89","1,149.89","1,149.89","1,149.89",3.12,0.27,0.00,2016-01-06
1838,"1,146.11","1,146.11","1,146.11","1,146.11",-7.85,-0.68,0.00,2016-01-05
1839,"1,154.62","1,154.62","1,154.62","1,154.62",-6.22,-0.54,0.00,2016-01-04
1840,"1,151.38","1,151.38","1,151.38","1,151.38",9.21,0.81,0.00,2015-12-31
1841,"1,142.17","1,142.17","1,142.17","1,142.17",10.22,0.90,0.00,2015-12-29
1842,"1,131.95","1,131.95","1,131.95","1,131.95",-3.52,-0.31,0.00,2015-12-28
1843,"1,135.47","1,135.47","1,135.47","1,135.47",-1.56,-0.14,0.00,2015-12-27
1844,"1,137.03","1,137.03","1,137.03","1,137.03",3.69,0.33,0.00,2015-12-24
1845,"1,133.34","1,133.34","1,133.34","1,133.34",-4.84,-0.43,0.00,2015-12-23
1846,"1,138.18","1,138.18","1,138.18","1,138.18",6.66,0.59,0.00,2015-12-22
1847,"1,131.52","1,131.52","1,131.52","1,131.52",12.57,1.12,0.00,2015-12-21
1848,"1,118.81","1,118.81","1,118.81","1,118.81",8.13,0.73,0.00,2015-12-20
1849,"1,110.68","1,110.68","1,110.68","1,110.68",-5.51,-0.49,0.00,2015-12-17
1850,"1,116.19","1,116.19","1,116.19","1,116.19",-4.83,-0.43,0.00,2015-12-16
1851,"1,121.02","1,121.02","1,121.02","1,121.02",0.84,0.07,0.00,2015-12-15
1852,"1,120.18","1,120.18","1,120.18","1,120.18",1.61,0.14,0.00,2015-12-14
1853,"1,118.57","1,118.57","1,118.57","1,118.57",-0.78,-0.07,0.00,2015-12-13
1854,"1,119.35","1,119.35","1,119.35","1,119.35",-3.44,-0.31,0.00,2015-12-10
1855,"1,122.79","1,122.79","1,122.79","1,122.79",15.56,1.41,0.00,2015-12-09
1856,"1,107.23","1,107.23","1,107.23","1,107.23",-0.71,-0.06,0.00,2015-12-08
1857,"1,107.94","1,107.94","1,107.94","1,107.94",5.10,0.46,0.00,2015-12-07
1858,"1,102.84","1,102.84","1,102.84","1,102.84",29.90,2.79,0.00,2015-12-06
1859,"1,072.94","1,072.94","1,072.94","1,072.94",10.16,0.96,0.00,2015-12-03
1860,"1,062.78","1,062.78","1,062.78","1,062.78",-3.60,-0.34,0.00,2015-12-02
1861,"1,066.38","1,066.38","1,066.38","1,066.38",32.26,3.12,0.00,2015-12-01
1862,"1,034.12","1,034.12","1,034.12","1,034.12",11.35,1.11,0.00,2015-11-30
1863,"1,022.77","1,022.77","1,022.77","1,022.77",-21.24,-2.03,0.00,2015-11-29
1864,"1,044.01","1,044.01","1,044.01","1,044.01",-12.41,-1.17,0.00,2015-11-26
1865,"1,056.42","1,056.42","1,056.42","1,056.42",-10.27,-0.96,0.00,2015-11-25
1866,"1,066.69","1,066.69","1,066.69","1,066.69",-9.11,-0.85,0.00,2015-11-24
1867,"1,075.80","1,075.80","1,075.80","1,075.80",4.42,0.41,0.00,2015-11-23
1868,"1,071.38","1,071.38","1,071.38","1,071.38",-23.19,-2.12,0.00,2015-11-22
1869,"1,094.57","1,094.57","1,094.57","1,094.57",-4.68,-0.43,0.00,2015-11-19
1870,"1,099.25","1,099.25","1,099.25","1,099.25",5.07,0.46,0.00,2015-11-18
1871,"1,094.18","1,094.18","1,094.18","1,094.18",-5.91,-0.54,0.00,2015-11-16
1872,"1,100.09","1,100.09","1,100.09","1,100.09",-9.20,-0.83,0.00,2015-11-15
1873,"1,109.29","1,109.29","1,109.29","1,109.29",1.86,0.17,0.00,2015-11-10
1874,"1,107.43","1,107.43","1,107.43","1,107.43",20.86,1.92,0.00,2015-11-09
1875,"1,086.57","1,086.57","1,086.57","1,086.57",-4.11,-0.38,0.00,2015-11-08
1876,"1,090.68","1,090.68","1,090.68","1,090.68",-1.62,-0.15,0.00,2015-11-05
1877,"1,092.30","1,092.30","1,092.30","1,092.30",6.43,0.59,0.00,2015-11-04
1878,"1,085.87","1,085.87","1,085.87","1,085.87",-5.96,-0.55,0.00,2015-11-03
1879,"1,091.83","1,091.83","1,091.83","1,091.83",3.53,0.32,0.00,2015-11-02
1880,"1,088.30","1,088.30","1,088.30","1,088.30",-3.74,-0.34,0.00,2015-11-01
1881,"1,092.04","1,092.04","1,092.04","1,092.04",7.67,0.71,0.00,2015-10-29
1882,"1,084.37","1,084.37","1,084.37","1,084.37",-7.36,-0.67,0.00,2015-10-28
1883,"1,091.73","1,091.73","1,091.73","1,091.73",-29.32,-2.62,0.00,2015-10-27
1884,"1,121.05","1,121.05","1,121.05","1,121.05",-6.37,-0.56,0.00,2015-10-25
1885,"1,127.42","1,127.42","1,127.42","1,127.42",7.59,0.68,0.00,2015-10-19
1886,"1,119.83","1,119.83","1,119.83","1,119.83",-14.64,-1.29,0.00,2015-10-18
1887,"1,134.47","1,134.47","1,134.47","1,134.47",-0.62,-0.05,0.00,2015-10-15
1888,"1,135.09","1,135.09","1,135.09","1,135.09",-8.79,-0.77,0.00,2015-10-14
1889,"1,143.88","1,143.88","1,143.88","1,143.88",-18.18,-1.56,0.00,2015-10-11
1890,"1,162.06","1,162.06","1,162.06","1,162.06",12.61,1.10,0.00,2015-10-08
1891,"1,149.45","1,149.45","1,149.45","1,149.45",-9.34,-0.81,0.00,2015-10-07
1892,"1,158.79","1,158.79","1,158.79","1,158.79",-12.48,-1.07,0.00,2015-10-06
1893,"1,171.27","1,171.27","1,171.27","1,171.27",-12.21,-1.03,0.00,2015-10-05
1894,"1,183.48","1,183.48","1,183.48","1,183.48",4.74,0.40,0.00,2015-10-04
1895,"1,178.74","1,178.74","1,178.74","1,178.74",-2.54,-0.22,0.00,2015-10-01
1896,"1,181.28","1,181.28","1,181.28","1,181.28",11.98,1.02,0.00,2015-09-30
1897,"1,169.30","1,169.30","1,169.30","1,169.30",9.21,0.79,0.00,2015-09-29
1898,"1,160.09","1,160.09","1,160.09","1,160.09",-16.77,-1.42,0.00,2015-09-28
1899,"1,176.86","1,176.86","1,176.86","1,176.86",-6.50,-0.55,0.00,2015-09-24
1900,"1,183.36","1,183.36","1,183.36","1,183.36",27.28,2.35,0.00,2015-09-23
1901,"1,156.08","1,156.08","1,156.08","1,156.08",-39.94,-3.34,0.00,2015-09-22
1902,"1,196.02","1,196.02","1,196.02","1,196.02",-6.79,-0.56,0.00,2015-09-17
1903,"1,202.81","1,202.81","1,202.81","1,202.81",-3.03,-0.25,0.00,2015-09-16
1904,"1,205.84","1,205.84","1,205.84","1,205.84",11.73,0.98,0.00,2015-09-15
1905,"1,194.00","1,194.00","1,194.00","1,194.00",10.18,0.86,0.00,2015-09-14
1906,"1,184.00","1,184.00","1,184.00","1,184.00",15.22,1.30,0.00,2015-09-13
1907,"1,169.00","1,169.00","1,169.00","1,169.00",-4.45,-0.38,0.00,2015-09-10
1908,"1,173.00","1,173.00","1,173.00","1,173.00",-1.53,-0.13,0.00,2015-09-09
1909,"1,175.00","1,175.00","1,175.00","1,175.00",3.72,0.32,0.00,2015-09-08
1910,"1,171.00","1,171.00","1,171.00","1,171.00",4.28,0.37,0.00,2015-09-07
1911,"1,167.00","1,167.00","1,167.00","1,167.00",-2.71,-0.23,0.00,2015-09-06
1912,"1,169.00","1,169.00","1,169.00","1,169.00",-6.86,-0.58,0.00,2015-09-03
1913,"1,176.00","1,176.00","1,176.00","1,176.00",-15.08,-1.27,0.00,2015-09-02
1914,"1,191.00","1,191.00","1,191.00","1,191.00",-8.81,-0.73,0.00,2015-09-01
1915,"1,200.00","1,200.00","1,200.00","1,200.00",16.46,1.39,0.00,2015-08-31
1916,"1,184.00","1,184.00","1,184.00","1,184.00",8.19,0.70,0.00,2015-08-27
1917,"1,176.00","1,176.00","1,176.00","1,176.00",-5.84,-0.49,0.00,2015-08-26
1918,"1,181.00","1,181.00","1,181.00","1,181.00",-0.34,-0.03,0.00,2015-08-25
1919,"1,182.00","1,182.00","1,182.00","1,182.00",-2.92,-0.25,0.00,2015-08-24
1920,"1,185.00","1,185.00","1,185.00","1,185.00",-16.25,-1.35,0.00,2015-08-23
1921,"1,201.00","1,201.00","1,201.00","1,201.00",9.00,0.76,0.00,2015-08-20
1922,"1,192.00","1,192.00","1,192.00","1,192.00",31.99,2.76,0.00,2015-08-19
1923,"1,160.00","1,160.00","1,160.00","1,160.00",2.33,0.20,0.00,2015-08-18
1924,"1,158.00","1,158.00","1,158.00","1,158.00",45.55,4.10,0.00,2015-08-17
1925,"1,112.00","1,112.00","1,112.00","1,112.00",23.63,2.17,0.00,2015-08-16
1926,"1,088.00","1,088.00","1,088.00","1,088.00",11.23,1.04,0.00,2015-08-13
1927,"1,077.00","1,077.00","1,077.00","1,077.00",-0.59,-0.05,0.00,2015-08-12
1928,"1,078.00","1,078.00","1,078.00","1,078.00",-3.58,-0.38,0.00,2015-08-11
1929,"1,081.00","1,081.00","1,081.00","1,081.00",17.95,1.69,0.00,2015-08-10
1930,"1,063.00","1,063.00","1,063.00","1,063.00",23.05,2.22,0.00,2015-08-09
1931,"1,040.00","1,040.00","1,040.00","1,040.00",6.34,0.61,0.00,2015-08-06
1932,"1,034.00","1,034.00","1,034.00","1,034.00",4.10,0.40,0.00,2015-08-05
1933,"1,030.00","1,030.00","1,030.00","1,030.00",-0.48,-0.05,0.00,2015-08-04
1934,"1,030.00","1,030.00","1,030.00","1,030.00",-3.74,-0.36,0.00,2015-08-03
1935,"1,034.00","1,034.00","1,034.00","1,034.00",6.16,0.60,0.00,2015-08-02
1936,"1,028.00","1,028.00","1,028.00","1,028.00",6.65,0.65,0.00,2015-07-30
1937,"1,021.00","1,021.00","1,021.00","1,021.00",-6.81,-0.66,0.00,2015-07-29
1938,"1,028.00","1,028.00","1,028.00","1,028.00",-18.26,-1.75,0.00,2015-07-28
1939,"1,046.00","1,046.00","1,046.00","1,046.00",-7.55,-0.72,0.00,2015-07-27
1940,"1,054.00","1,054.00","1,054.00","1,054.00",50.57,5.04,0.00,2015-07-26
1941,"1,003.00","1,003.00","1,003.00","1,003.00",40.11,4.16,0.00,2015-07-23
1942,963.00,963.00,963.00,963.00,2.04,0.21,0.00,2015-07-22
1943,961.00,961.00,961.00,961.00,10.51,1.11,0.00,2015-07-16
1944,951.00,951.00,951.00,951.00,4.26,0.45,0.00,2015-07-15
1945,946.00,946.00,946.00,946.00,2.46,0.26,0.00,2015-07-14
1946,944.00,944.00,944.00,944.00,-0.96,-0.10,0.00,2015-07-13
1947,945.00,945.00,945.00,945.00,1.53,0.16,0.00,2015-07-12
1948,943.00,943.00,943.00,943.00,0.27,0.03,0.00,2015-07-09
1949,943.00,943.00,943.00,943.00,1.80,0.19,0.00,2015-07-08
1950,941.00,941.00,941.00,941.00,4.60,0.49,0.00,2015-07-07
1951,937.00,937.00,937.00,937.00,-1.26,-0.13,0.00,2015-07-06
1952,938.00,938.00,938.00,938.00,-0.94,-0.10,0.00,2015-07-05
1953,939.00,939.00,939.00,939.00,-6.82,-0.72,0.00,2015-07-02
1954,946.00,946.00,946.00,946.00,-3.35,-0.35,0.00,2015-07-01
1955,949.00,949.00,949.00,949.00,2.80,0.30,0.00,2015-06-30
1956,946.00,946.00,946.00,946.00,8.33,0.89,0.00,2015-06-29
1957,938.00,938.00,938.00,938.00,7.62,0.82,0.00,2015-06-28
1958,930.00,930.00,930.00,930.00,2.25,0.24,0.00,2015-06-25
1959,928.00,928.00,928.00,928.00,2.04,0.22,0.00,2015-06-24
1960,926.00,926.00,926.00,926.00,3.62,0.39,0.00,2015-06-23
1961,922.00,922.00,922.00,922.00,4.50,0.49,0.00,2015-06-22
1962,918.00,918.00,918.00,918.00,-6.63,-0.72,0.00,2015-06-21
1963,925.00,925.00,925.00,925.00,-3.25,-0.35,0.00,2015-06-18
1964,928.00,928.00,928.00,928.00,-2.85,-0.31,0.00,2015-06-17
1965,931.00,931.00,931.00,931.00,-3.03,-0.32,0.00,2015-06-16
1966,934.00,934.00,934.00,934.00,5.38,0.58,0.00,2015-06-15
1967,928.00,928.00,928.00,928.00,-9.61,-1.02,0.00,2015-06-14
1968,938.00,938.00,938.00,938.00,-17.70,-1.85,0.00,2015-06-11
1969,956.00,956.00,956.00,956.00,-10.93,-1.13,0.00,2015-06-10
1970,967.00,967.00,967.00,967.00,21.10,2.23,0.00,2015-06-09
1971,945.00,945.00,945.00,945.00,14.32,1.54,0.00,2015-06-08
1972,931.00,931.00,931.00,931.00,4.33,0.47,0.00,2015-06-07
1973,927.00,927.00,927.00,927.00,1.35,0.15,0.00,2015-06-04
1974,925.00,925.00,925.00,925.00,23.51,2.61,0.00,2015-06-03
1975,902.00,902.00,902.00,902.00,11.55,1.30,0.00,2015-06-02
1976,890.00,890.00,890.00,890.00,18.49,2.12,0.00,2015-06-01
1977,872.00,872.00,872.00,872.00,29.98,3.56,0.00,2015-05-31
1978,842.00,842.00,842.00,842.00,4.13,0.49,0.00,2015-05-28
1979,838.00,838.00,838.00,838.00,-22.14,-2.57,0.00,2015-05-27
1980,860.00,860.00,860.00,860.00,-20.56,-2.33,0.00,2015-05-26
1981,881.00,881.00,881.00,881.00,-29.29,-3.22,0.00,2015-05-25
1982,910.00,910.00,910.00,910.00,-28.37,-3.02,0.00,2015-05-24
1983,938.00,938.00,938.00,938.00,-3.83,-0.41,0.00,2015-04-23
1984,942.00,942.00,942.00,942.00,-3.10,-0.33,0.00,2015-04-22
1985,945.00,945.00,945.00,945.00,0.14,0.01,0.00,2015-04-21
1986,945.00,945.00,945.00,945.00,-0.72,-0.08,0.00,2015-04-20
1987,946.00,946.00,946.00,946.00,-4.22,-0.44,0.00,2015-04-19
1988,950.00,950.00,950.00,950.00,5.79,0.61,0.00,2015-04-16
1989,944.00,944.00,944.00,944.00,-4.23,-0.45,0.00,2015-04-15
1990,948.00,948.00,948.00,948.00,-3.67,-0.39,0.00,2015-04-13
1991,952.00,952.00,952.00,952.00,5.14,0.54,0.00,2015-04-12
1992,947.00,947.00,947.00,947.00,4.74,0.50,0.00,2015-04-09
1993,942.00,942.00,942.00,942.00,6.62,0.71,0.00,2015-04-08
1994,936.00,936.00,936.00,936.00,-2.59,-0.28,0.00,2015-04-07
1995,938.00,938.00,938.00,938.00,3.87,0.41,0.00,2015-04-06
1996,934.00,934.00,934.00,934.00,-5.84,-0.62,0.00,2015-04-05
1997,940.00,940.00,940.00,940.00,0.55,0.06,0.00,2015-04-02
1998,940.00,940.00,940.00,940.00,-6.20,-0.66,0.00,2015-04-01
1999,946.00,946.00,946.00,946.00,6.64,0.71,0.00,2015-03-31
2000,939.00,939.00,939.00,939.00,-3.20,-0.34,0.00,2015-03-30
2001,942.00,942.00,942.00,942.00,-0.10,-0.01,0.00,2015-03-29
2002,942.00,942.00,942.00,942.00,-8.89,-0.93,0.00,2015-03-26
2003,951.00,951.00,951.00,951.00,-2.55,-0.27,0.00,2015-03-25
2004,954.00,954.00,954.00,954.00,-2.75,-0.29,0.00,2015-03-24
2005,957.00,957.00,957.00,957.00,-7.53,-0.78,0.00,2015-03-23
2006,964.00,964.00,964.00,964.00,-3.50,-0.36,0.00,2015-03-22
2007,968.00,968.00,968.00,968.00,3.38,0.35,0.00,2015-03-19
2008,964.00,964.00,964.00,964.00,0.78,0.08,0.00,2015-03-18
2009,963.00,963.00,963.00,963.00,4.32,0.45,0.00,2015-03-17
